0.0,4.0,2.0
1.0,4.0,2.0
2.0,4.0,2.0
3.0,4.0,2.0
4.0,4.0,2.0
5.0,4.0,2.0
6.0,4.0,2.0
34.0,4.0,4.0
35.0,4.0,4.0
36.0,4.0,4.0
37.0,4.0,4.0
38.0,4.0,4.0
39.0,4.0,4.0
40.0,4.0,4.0
41.0,4.0,4.0
42.0,4.0,4.0
43.0,4.0,4.0
44.0,4.0,4.0
45.0,4.0,4.0
46.0,4.0,4.0
74.0,1.0,2.0
75.0,1.0,2.0
76.0,1.0,2.0
77.0,1.0,2.0
78.0,1.0,2.0
79.0,1.0,2.0
80.0,1.0,2.0
81.0,1.0,2.0
82.0,1.0,2.0
83.0,1.0,2.0
84.0,1.0,2.0
85.0,1.0,2.0
86.0,1.0,2.0
114.0,4.0,1.0
115.0,4.0,1.0
116.0,4.0,1.0
117.0,4.0,1.0
118.0,4.0,1.0
119.0,4.0,1.0
120.0,4.0,1.0
121.0,4.0,1.0
122.0,4.0,1.0
123.0,4.0,1.0
124.0,4.0,1.0
125.0,4.0,1.0
126.0,4.0,1.0
154.0,3.0,3.0
155.0,3.0,3.0
156.0,3.0,3.0
157.0,3.0,3.0
158.0,3.0,3.0
159.0,3.0,3.0
160.0,3.0,3.0
161.0,3.0,3.0
162.0,3.0,3.0
163.0,3.0,3.0
164.0,3.0,3.0
165.0,3.0,3.0
166.0,3.0,3.0
194.0,1.0,2.0
195.0,1.0,2.0
196.0,1.0,2.0
197.0,1.0,2.0
198.0,1.0,2.0
199.0,1.0,2.0
200.0,1.0,2.0
201.0,1.0,2.0
202.0,1.0,2.0
203.0,1.0,2.0
204.0,1.0,2.0
205.0,1.0,2.0
206.0,1.0,2.0
234.0,3.0,1.0
235.0,3.0,1.0
236.0,3.0,1.0
237.0,3.0,1.0
238.0,3.0,1.0
239.0,3.0,1.0
240.0,3.0,1.0
241.0,3.0,1.0
242.0,3.0,1.0
243.0,3.0,1.0
244.0,3.0,1.0
245.0,3.0,1.0
246.0,3.0,1.0
274.0,2.0,2.0
275.0,2.0,2.0
276.0,2.0,2.0
277.0,2.0,2.0
278.0,2.0,2.0
279.0,2.0,2.0
280.0,2.0,2.0
281.0,2.0,2.0
282.0,2.0,2.0
283.0,2.0,2.0
284.0,2.0,2.0
285.0,2.0,2.0
286.0,2.0,2.0
314.0,4.0,1.0
315.0,4.0,1.0
316.0,4.0,1.0
317.0,4.0,1.0
318.0,4.0,1.0
319.0,4.0,1.0
320.0,4.0,1.0
321.0,4.0,1.0
322.0,4.0,1.0
323.0,4.0,1.0
324.0,4.0,1.0
325.0,4.0,1.0
326.0,4.0,1.0
354.0,3.0,4.0
355.0,3.0,4.0
356.0,3.0,4.0
357.0,3.0,4.0
358.0,3.0,4.0
359.0,3.0,4.0
360.0,3.0,4.0
361.0,3.0,4.0
362.0,3.0,4.0
363.0,3.0,4.0
364.0,3.0,4.0
365.0,3.0,4.0
366.0,3.0,4.0
394.0,3.0,2.0
395.0,3.0,2.0
396.0,3.0,2.0
397.0,3.0,2.0
398.0,3.0,2.0
399.0,3.0,2.0
400.0,3.0,2.0
401.0,3.0,2.0
402.0,3.0,2.0
403.0,3.0,2.0
404.0,3.0,2.0
405.0,3.0,2.0
406.0,3.0,2.0
434.0,1.0,2.0
435.0,1.0,2.0
436.0,1.0,2.0
437.0,1.0,2.0
438.0,1.0,2.0
439.0,1.0,2.0
440.0,1.0,2.0
441.0,1.0,2.0
442.0,1.0,2.0
443.0,1.0,2.0
444.0,1.0,2.0
445.0,1.0,2.0
446.0,1.0,2.0
474.0,4.0,3.0
475.0,4.0,3.0
476.0,4.0,3.0
477.0,4.0,3.0
478.0,4.0,3.0
479.0,4.0,3.0
480.0,4.0,3.0
481.0,4.0,3.0
482.0,4.0,3.0
483.0,4.0,3.0
484.0,4.0,3.0
485.0,4.0,3.0
486.0,4.0,3.0
514.0,3.0,2.0
515.0,3.0,2.0
516.0,3.0,2.0
517.0,3.0,2.0
518.0,3.0,2.0
519.0,3.0,2.0
520.0,3.0,2.0
521.0,3.0,2.0
522.0,3.0,2.0
523.0,3.0,2.0
524.0,3.0,2.0
525.0,3.0,2.0
526.0,3.0,2.0
554.0,4.0,3.0
555.0,4.0,3.0
556.0,4.0,3.0
557.0,4.0,3.0
558.0,4.0,3.0
559.0,4.0,3.0
560.0,4.0,3.0
561.0,4.0,3.0
562.0,4.0,3.0
563.0,4.0,3.0
564.0,4.0,3.0
565.0,4.0,3.0
566.0,4.0,3.0
594.0,1.0,2.0
595.0,1.0,2.0
596.0,1.0,2.0
597.0,1.0,2.0
598.0,1.0,2.0
599.0,1.0,2.0
600.0,1.0,2.0
601.0,1.0,2.0
602.0,1.0,2.0
603.0,1.0,2.0
604.0,1.0,2.0
605.0,1.0,2.0
606.0,1.0,2.0
634.0,1.0,1.0
635.0,1.0,1.0
636.0,1.0,1.0
637.0,1.0,1.0
638.0,1.0,1.0
639.0,1.0,1.0
640.0,1.0,1.0
641.0,1.0,1.0
642.0,1.0,1.0
643.0,1.0,1.0
644.0,1.0,1.0
645.0,1.0,1.0
646.0,1.0,1.0
674.0,1.0,4.0
675.0,1.0,4.0
676.0,1.0,4.0
677.0,1.0,4.0
678.0,1.0,4.0
679.0,1.0,4.0
680.0,1.0,4.0
681.0,1.0,4.0
682.0,1.0,4.0
683.0,1.0,4.0
684.0,1.0,4.0
685.0,1.0,4.0
686.0,1.0,4.0
714.0,1.0,1.0
715.0,1.0,1.0
716.0,1.0,1.0
717.0,1.0,1.0
718.0,1.0,1.0
719.0,1.0,1.0
720.0,1.0,1.0
721.0,1.0,1.0
722.0,1.0,1.0
723.0,1.0,1.0
724.0,1.0,1.0
725.0,1.0,1.0
726.0,1.0,1.0
754.0,3.0,3.0
755.0,3.0,3.0
756.0,3.0,3.0
757.0,3.0,3.0
758.0,3.0,3.0
759.0,3.0,3.0
760.0,3.0,3.0
761.0,3.0,3.0
762.0,3.0,3.0
763.0,3.0,3.0
764.0,3.0,3.0
765.0,3.0,3.0
766.0,3.0,3.0
794.0,2.0,1.0
795.0,2.0,1.0
796.0,2.0,1.0
797.0,2.0,1.0
798.0,2.0,1.0
799.0,2.0,1.0
800.0,2.0,1.0
801.0,2.0,1.0
802.0,2.0,1.0
803.0,2.0,1.0
804.0,2.0,1.0
805.0,2.0,1.0
806.0,2.0,1.0
834.0,1.0,2.0
835.0,1.0,2.0
836.0,1.0,2.0
837.0,1.0,2.0
838.0,1.0,2.0
839.0,1.0,2.0
840.0,1.0,2.0
841.0,1.0,2.0
842.0,1.0,2.0
843.0,1.0,2.0
844.0,1.0,2.0
845.0,1.0,2.0
846.0,1.0,2.0
874.0,3.0,2.0
875.0,3.0,2.0
876.0,3.0,2.0
877.0,3.0,2.0
878.0,3.0,2.0
879.0,3.0,2.0
880.0,3.0,2.0
881.0,3.0,2.0
882.0,3.0,2.0
883.0,3.0,2.0
884.0,3.0,2.0
885.0,3.0,2.0
886.0,3.0,2.0
954.0,2.0,4.0
955.0,2.0,4.0
956.0,2.0,4.0
957.0,2.0,4.0
958.0,2.0,4.0
959.0,2.0,4.0
960.0,2.0,4.0
961.0,2.0,4.0
962.0,2.0,4.0
963.0,2.0,4.0
964.0,2.0,4.0
965.0,2.0,4.0
966.0,2.0,4.0
994.0,3.0,1.0
995.0,3.0,1.0
996.0,3.0,1.0
997.0,3.0,1.0
998.0,3.0,1.0
999.0,3.0,1.0
1000.0,3.0,1.0
1001.0,3.0,1.0
1002.0,3.0,1.0
1003.0,3.0,1.0
1004.0,3.0,1.0
1005.0,3.0,1.0
1006.0,3.0,1.0
1034.0,4.0,1.0
1035.0,4.0,1.0
1036.0,4.0,1.0
1037.0,4.0,1.0
1038.0,4.0,1.0
1039.0,4.0,1.0
1040.0,4.0,1.0
1041.0,4.0,1.0
1042.0,4.0,1.0
1043.0,4.0,1.0
1044.0,4.0,1.0
1045.0,4.0,1.0
1046.0,4.0,1.0
1074.0,1.0,2.0
1075.0,1.0,2.0
1076.0,1.0,2.0
1077.0,1.0,2.0
1078.0,1.0,2.0
1079.0,1.0,2.0
1080.0,1.0,2.0
1081.0,1.0,2.0
1082.0,1.0,2.0
1083.0,1.0,2.0
1084.0,1.0,2.0
1085.0,1.0,2.0
1086.0,1.0,2.0
1114.0,1.0,3.0
1115.0,1.0,3.0
1116.0,1.0,3.0
1117.0,1.0,3.0
1118.0,1.0,3.0
1119.0,1.0,3.0
1120.0,1.0,3.0
1121.0,1.0,3.0
1122.0,1.0,3.0
1123.0,1.0,3.0
1124.0,1.0,3.0
1125.0,1.0,3.0
1126.0,1.0,3.0
1154.0,1.0,2.0
1155.0,1.0,2.0
1156.0,1.0,2.0
1157.0,1.0,2.0
1158.0,1.0,2.0
1159.0,1.0,2.0
1160.0,1.0,2.0
1161.0,1.0,2.0
1162.0,1.0,2.0
1163.0,1.0,2.0
1164.0,1.0,2.0
1165.0,1.0,2.0
1166.0,1.0,2.0
1194.0,2.0,1.0
1195.0,2.0,1.0
1196.0,2.0,1.0
1197.0,2.0,1.0
1198.0,2.0,1.0
1199.0,2.0,1.0
1200.0,2.0,1.0
1201.0,2.0,1.0
1202.0,2.0,1.0
1203.0,2.0,1.0
1204.0,2.0,1.0
1205.0,2.0,1.0
1206.0,2.0,1.0
1234.0,3.0,2.0
1235.0,3.0,2.0
1236.0,3.0,2.0
1237.0,3.0,2.0
1238.0,3.0,2.0
1239.0,3.0,2.0
1240.0,3.0,2.0
1241.0,3.0,2.0
1242.0,3.0,2.0
1243.0,3.0,2.0
1244.0,3.0,2.0
1245.0,3.0,2.0
1246.0,3.0,2.0
1274.0,4.0,4.0
1275.0,4.0,4.0
1276.0,4.0,4.0
1277.0,4.0,4.0
1278.0,4.0,4.0
1279.0,4.0,4.0
1280.0,4.0,4.0
1281.0,4.0,4.0
1282.0,4.0,4.0
1283.0,4.0,4.0
1284.0,4.0,4.0
1285.0,4.0,4.0
1286.0,4.0,4.0
1314.0,1.0,3.0
1315.0,1.0,3.0
1316.0,1.0,3.0
1317.0,1.0,3.0
