0,1,1
40,2,2
80,1,2
120,3,1
160,1,2
200,1,3
240,3,2
280,2,1
320,2,1
360,3,2
400,3,1
440,1,2
480,1,3
520,1,2
560,2,4
600,1,3
640,2,1
680,1,2
720,3,1
760,3,2
800,2,1
840,2,3
880,3,2
920,2,2
960,3,3
1000,2,2
1040,2,1
1080,1,4
1120,3,3
1160,2,3
1200,3,2
1240,1,2
1280,2,2
1320,1,3
1360,2,1
1400,2,3
1440,3,2
1480,3,1
1520,1,2
1560,1,3
1600,1,3
1640,1,3
1680,1,3
1720,3,3
1760,3,3
1800,1,3
1840,3,3
1880,1,3
1920,1,3
1960,3,1
2000,2,2
2040,4,2
2080,3,2
2120,2,3
2160,2,4
2200,3,2
2240,3,4
2280,4,2
2320,4,4
2360,1,3
2400,3,2
2440,3,2
2480,2,3
2520,3,2
2560,4,2
2600,1,2
2640,1,1
2680,1,2
2720,3,2
2760,2,1
2800,3,1
2840,2,1
2880,4,1
2920,1,1
2960,4,2
3000,1,1
3040,4,4
3080,2,4
3120,4,1
3160,1,3
3200,1,3
3240,1,3
3280,1,3
3320,3,2
3360,3,4
3400,3,2
3440,1,3
3480,2,3
3520,1,3
3560,3,2
3600,4,2
3640,3,2
3680,3,1
3720,2,1
3760,1,1
3800,1,1
3840,1,1
3880,1,1
3920,2,1
3960,1,2
4000,1,3
4040,3,3
4080,2,3
4120,3,3
4160,3,3
4200,3,2
4240,1,2
4280,2,2
4320,3,4
4360,2,2
4400,3,1
4440,2,2
4480,3,4
4520,1,2
4560,1,2
4600,2,3
4640,4,4
4680,2,3
4720,2,2
4760,1,1
4800,1,1
4840,3,1
4880,1,1
4920,3,1
4960,3,1
5000,3,1
5040,2,1
5080,1,1
5120,1,1
5160,1,1
5200,1,1
5240,1,1
5280,1,1
5320,1,1
5360,1,1
5400,1,1
5440,1,1
5480,2,1
5520,2,1
5560,1,1
5600,2,1
5640,1,1
5680,2,1
5720,1,1
5760,2,1
5800,2,1
5840,1,1
5880,2,2
5920,2,2
5960,2,2
6000,2,2
6040,2,2
6080,2,1
6120,1,1
6160,3,3
6200,3,2
6240,3,2
6280,3,3
6320,4,2
6360,1,3
6400,3,1
6440,3,1
6480,3,1
6520,1,1
6560,1,1
6600,2,3
6640,4,4
6680,3,2
6720,3,1
6760,3,3
6800,3,3
6840,2,2
6880,2,2
6920,3,2
6960,3,1
7000,3,1
7040,2,1
7080,2,1
7120,1,1
7160,1,1
7200,2,3
7240,1,1
7280,1,2
7320,2,2
7360,1,1
7400,1,1
7440,1,2
7480,1,4
7520,3,2
7560,3,3
7600,3,3
7640,1,1
7680,1,1
7720,4,4
7760,2,1
7800,3,3
7840,1,1
7880,3,2
7920,2,1
7960,2,1
8000,1,1
8040,1,1
8080,4,1
8120,1,1
8160,1,2
8200,1,2
8240,1,2
8280,2,2
8320,3,2
8360,2,2
8400,3,3
8440,3,1
8480,3,1
8520,3,2
8560,3,2
8600,3,1
8640,3,1
8680,3,1
8720,2,1
8760,2,1
8800,3,1
8840,4,1
8880,4,1
8920,4,1
8960,2,1
9000,2,1
9040,2,1
9080,1,1
9120,1,2
9160,1,2
9200,1,1
9240,2,1
9280,3,1
9320,3,2
9360,3,2
9400,4,4
9440,1,4
9480,1,1
9520,1,3
9560,2,1
9600,1,3
9680,1,2
9720,1,2
9760,1,2
9800,1,2
9840,1,3
9880,1,3
9920,4,4
9960,1,1
10000,2,2
10040,2,1
10080,3,1
10120,2,1
10160,2,2
10200,2,2
10240,1,1
10280,3,1
10320,1,1
10360,1,1
10400,2,1
10440,3,1
10480,1,1
10520,1,1
10560,1,1
10600,1,1
10640,2,1
10680,2,1
10720,1,2
10760,1,1
10800,1,1
10840,3,2
10880,4,2
10920,4,2
10960,1,2
11000,2,2
11040,1,1
11080,1,1
11120,1,1
11160,1,2
11200,2,3
11240,1,2
11280,2,2
11320,3,3
11360,1,3
11400,1,2
11480,1,3
11520,1,3
11560,3,1
11600,2,2
11640,2,2
11680,1,3
11720,1,3
11760,1,3
11800,3,3
11840,1,3
11920,3,3
11960,1,3
12000,1,3
12040,3,3
12080,2,2
12120,1,2
12160,1,3
12200,2,1
12240,2,3
12280,1,3
12320,3,2
12360,3,2
12400,4,4
12440,1,2
12480,4,2
12520,1,2
12560,1,4
12600,1,3
12640,1,2
12680,1,1
12720,2,1
12760,3,1
12800,3,2
12840,1,2
12880,1,2
12920,1,3
12960,2,2
13000,1,3
13040,3,2
13080,2,3
13120,3,3
13160,1,3
13200,1,1
13240,3,1
13280,2,2
13360,3,2
13400,1,3
13440,3,2
13480,2,2
13520,4,2
13560,3,2
13600,1,3
13640,1,3
13680,1,3
13720,1,2
13760,1,4
13800,2,2
13840,1,2
13880,1,2
13920,2,2
13960,2,1
14000,1,2
